resume_text,job_role
"Candidate has experience as a Data Scientist. Skilled in Machine Learning, Leadership, Python, Docker, Azure, Flask, Git, PyTorch, Java, C++. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Machine Learning Engineer. Skilled in NLP, C++, Azure, NumPy, Machine Learning, Deep Learning. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Communication, Flask, Data Analysis, Leadership, Problem Solving, Scikit-learn. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Business Analyst. Skilled in Machine Learning, Deep Learning, Communication, Docker, Flask, Scikit-learn, Leadership, Tableau, Git. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Power BI, SQL, Docker, Problem Solving, Git. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a AI Engineer. Skilled in NumPy, Scikit-learn, Communication, PyTorch, C++, AWS, Data Analysis. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Software Engineer. Skilled in Git, Tableau, Leadership, Pandas, C++, Python, Machine Learning, PyTorch, Problem Solving. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in NLP, NumPy, Scikit-learn, Communication, C++. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in Flask, Python, PyTorch, TensorFlow, C++, Data Analysis, Leadership, Deep Learning, Power BI. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Analyst. Skilled in PyTorch, NLP, Docker, TensorFlow, Power BI, AWS, Problem Solving. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Software Engineer. Skilled in PyTorch, AWS, Deep Learning, Data Analysis, Docker, Pandas, C++. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in NLP, Power BI, Java, PyTorch, SQL, Data Analysis. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in Power BI, Scikit-learn, Leadership, Pandas, NumPy, Machine Learning, Tableau. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in Flask, Python, Pandas, SQL, Machine Learning. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in Azure, NLP, Deep Learning, Docker, Leadership. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Pandas, SQL, Excel, AWS, Flask, Leadership, Machine Learning, Communication, Scikit-learn. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Flask, PyTorch, Docker, AWS, Communication. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in Problem Solving, Docker, Machine Learning, TensorFlow, AWS, Flask, Communication, Power BI. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Data Analysis, C++, SQL, Leadership, Problem Solving, Deep Learning, Azure, Tableau, Java. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a AI Engineer. Skilled in Communication, AWS, PyTorch, Machine Learning, NLP. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Analyst. Skilled in Machine Learning, SQL, Pandas, Docker, Problem Solving, Scikit-learn. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Software Engineer. Skilled in TensorFlow, Excel, Tableau, NLP, Java, Docker, Communication. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in Leadership, Azure, Data Analysis, Communication, Problem Solving, Power BI. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Machine Learning Engineer. Skilled in Python, Communication, Problem Solving, Git, Scikit-learn. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Docker, Scikit-learn, Tableau, Pandas, Machine Learning, PyTorch, Data Analysis, Communication. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in TensorFlow, Deep Learning, Docker, Excel, NumPy, Power BI. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Communication, Flask, Java, AWS, NumPy, Python. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in Data Analysis, AWS, NLP, Azure, C++, Docker, NumPy, Leadership, Deep Learning, Python. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Software Engineer. Skilled in NumPy, Machine Learning, Data Analysis, Azure, Git, Scikit-learn, Pandas, TensorFlow. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in PyTorch, Scikit-learn, Pandas, Problem Solving, Excel, Azure, AWS, Git. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in Docker, Git, SQL, AWS, Scikit-learn, NLP, Tableau, Leadership, Excel. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in C++, Power BI, Leadership, PyTorch, Python, Flask, Docker, Azure, SQL, Tableau. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Leadership, Python, Tableau, AWS, NLP, Power BI, Deep Learning, Excel, Problem Solving, C++. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a AI Engineer. Skilled in Communication, Flask, Docker, Azure, Deep Learning, Data Analysis. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Analyst. Skilled in Excel, Python, Git, Communication, Power BI, Docker. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in Java, Flask, C++, Machine Learning, Excel, Data Analysis, Azure. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in Flask, TensorFlow, Scikit-learn, AWS, Python, Tableau, Git, Power BI, Deep Learning. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Leadership, PyTorch, Machine Learning, Pandas, AWS, Azure, TensorFlow, Problem Solving, Data Analysis. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a AI Engineer. Skilled in Communication, Leadership, C++, Deep Learning, Docker, Pandas, Python, Tableau. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in C++, Flask, NumPy, Python, Azure, SQL. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in AWS, NumPy, Power BI, Java, Pandas. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in SQL, Docker, TensorFlow, Power BI, Problem Solving, Tableau, Machine Learning, Communication. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Deep Learning, Data Analysis, SQL, TensorFlow, Pandas, Azure, Tableau, NumPy. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Data Analysis, Pandas, Scikit-learn, Problem Solving, Flask, SQL, Tableau, Excel, Azure. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Analyst. Skilled in Git, Docker, Pandas, Power BI, Communication, Data Analysis, NLP, PyTorch, Azure, NumPy. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Business Analyst. Skilled in Git, Deep Learning, Flask, Pandas, Java, TensorFlow, AWS, NLP. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in Communication, Flask, Azure, Problem Solving, NumPy. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Scikit-learn, Java, Docker, AWS, Git, Leadership, PyTorch, Azure, Deep Learning, Python. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Docker, Python, Azure, Tableau, C++, Pandas, Leadership, TensorFlow, PyTorch. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Scikit-learn, Deep Learning, Git, AWS, Power BI, Pandas. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Leadership, SQL, Azure, Java, C++, Pandas. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in Git, NLP, C++, Leadership, Excel, Pandas. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in NumPy, Communication, NLP, Leadership, C++. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in C++, Scikit-learn, Data Analysis, Machine Learning, PyTorch, SQL. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in NumPy, Java, Problem Solving, Communication, Machine Learning, Pandas, TensorFlow, Data Analysis. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in AWS, NumPy, NLP, Python, PyTorch, SQL, Excel, Pandas, Scikit-learn. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in NLP, Docker, SQL, Python, Tableau, Flask, Problem Solving, Scikit-learn. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Problem Solving, AWS, SQL, Azure, Git, Pandas, Docker, TensorFlow, PyTorch. Education: B.Tech Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Analyst. Skilled in Power BI, C++, AWS, Problem Solving, SQL. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in SQL, Data Analysis, AWS, Problem Solving, Communication. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Communication, Machine Learning, Azure, Git, Python. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Leadership, Pandas, Python, NLP, Deep Learning, Communication, Docker, Flask, Machine Learning, Data Analysis. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Business Analyst. Skilled in TensorFlow, AWS, Power BI, Problem Solving, Flask, NLP, Excel, Docker. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Deep Learning, PyTorch, NumPy, Pandas, C++. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Git, Flask, Power BI, Pandas, Problem Solving, PyTorch. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in NLP, Machine Learning, AWS, Communication, Tableau, Python. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Machine Learning, AWS, Flask, Deep Learning, Git, Tableau, NLP, Pandas, TensorFlow. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Deep Learning, AWS, Communication, PyTorch, Leadership, C++, Tableau, Flask. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in AWS, Machine Learning, Git, Data Analysis, Tableau. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in Excel, PyTorch, NumPy, SQL, TensorFlow, Scikit-learn. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in Leadership, Python, Problem Solving, Machine Learning, TensorFlow, Pandas. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in AWS, Docker, Git, Communication, C++, PyTorch, TensorFlow. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in Leadership, Scikit-learn, Docker, Data Analysis, NLP, Flask. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in NLP, Tableau, Machine Learning, Git, SQL, Scikit-learn, PyTorch, C++, TensorFlow, AWS. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in PyTorch, Machine Learning, Communication, SQL, Docker, Python, Deep Learning. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Analyst. Skilled in Leadership, Problem Solving, Python, AWS, TensorFlow, Deep Learning, Java, Machine Learning. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in AWS, PyTorch, NLP, Git, Scikit-learn, Azure, Machine Learning, Tableau. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Business Analyst. Skilled in Azure, C++, Problem Solving, NumPy, Deep Learning, PyTorch, SQL, Scikit-learn, Python, Data Analysis. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in Problem Solving, SQL, Deep Learning, Pandas, Scikit-learn, Docker. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Machine Learning Engineer. Skilled in Python, PyTorch, Flask, NumPy, AWS. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a AI Engineer. Skilled in SQL, AWS, Machine Learning, Azure, Communication, C++, Java, Problem Solving. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Software Engineer. Skilled in Machine Learning, TensorFlow, PyTorch, Java, Azure, Docker, NumPy, Excel, Pandas, Leadership. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a AI Engineer. Skilled in Communication, Scikit-learn, SQL, Docker, Azure. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in Java, NLP, Scikit-learn, Flask, Azure, Data Analysis, Excel, PyTorch, Leadership. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in NLP, Azure, Power BI, Deep Learning, Docker, Problem Solving, Git, Excel, Tableau. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Deep Learning, Machine Learning, Scikit-learn, Tableau, Excel, Problem Solving, NumPy, SQL. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Analyst. Skilled in Pandas, Python, Communication, Leadership, Flask, Data Analysis. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Business Analyst. Skilled in AWS, SQL, Tableau, Deep Learning, NLP, Leadership. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in Leadership, Git, Java, NumPy, Tableau, TensorFlow, Data Analysis, Python, SQL. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in TensorFlow, Tableau, Leadership, Excel, Communication. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in Deep Learning, Scikit-learn, Git, NumPy, Flask, TensorFlow, Docker, Tableau, Excel, SQL. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Deep Learning, Leadership, Java, NumPy, Machine Learning. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a AI Engineer. Skilled in Machine Learning, Data Analysis, Docker, Git, Flask, Problem Solving, C++. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in Git, Flask, Azure, Communication, Machine Learning, Python, AWS, PyTorch. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in Excel, Azure, NLP, Java, Flask, Machine Learning, Leadership, Deep Learning, C++, Git. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Excel, Leadership, Flask, Tableau, Azure, Data Analysis, Machine Learning. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in Flask, C++, Power BI, Docker, Problem Solving. Education: B.Tech Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in C++, Machine Learning, Data Analysis, Java, AWS, Pandas, Python, Problem Solving, Scikit-learn. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Software Engineer. Skilled in Git, C++, Excel, Java, Problem Solving. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in Excel, Leadership, Java, TensorFlow, AWS, Communication, Power BI. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Tableau, Machine Learning, Azure, TensorFlow, Excel, Leadership, Pandas, Python. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in Pandas, Power BI, Data Analysis, AWS, Flask, C++. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Leadership, Pandas, Scikit-learn, Git, Excel. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Communication, AWS, Pandas, Power BI, Docker, TensorFlow, Tableau, Azure. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Business Analyst. Skilled in Machine Learning, Tableau, Python, Power BI, C++, SQL, Pandas, Problem Solving, PyTorch, Deep Learning. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in Problem Solving, NLP, Java, TensorFlow, SQL. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Git, Python, PyTorch, Excel, Data Analysis. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Tableau, Pandas, Azure, AWS, NLP, Excel, Docker, Scikit-learn, Machine Learning. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Scikit-learn, Communication, Excel, Data Analysis, Git, C++, Docker, Pandas. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Machine Learning, Flask, Java, AWS, C++. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Analyst. Skilled in Azure, AWS, Deep Learning, Docker, Excel, Pandas, NLP. Education: B.Sc Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Python, PyTorch, Excel, Git, Deep Learning, Java, AWS, Azure, Docker, Scikit-learn. Education: B.Tech Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in C++, Git, NLP, PyTorch, Flask. Education: B.Sc Computer Science. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a AI Engineer. Skilled in Pandas, Java, Tableau, Machine Learning, Data Analysis, Power BI, Git, Docker, Scikit-learn, Python. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in NLP, Docker, Communication, Git, Leadership, Java, SQL, Deep Learning, AWS. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Machine Learning Engineer. Skilled in AWS, PyTorch, SQL, Flask, Scikit-learn. Education: B.Tech Information Technology. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Analyst. Skilled in Communication, Scikit-learn, Docker, Pandas, AWS. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Scientist. Skilled in PyTorch, NLP, AWS, Git, Data Analysis, Leadership, Communication, SQL, NumPy, Python. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in TensorFlow, Machine Learning, Scikit-learn, NLP, Pandas. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in Data Analysis, Excel, Scikit-learn, PyTorch, Docker, Pandas, Power BI, Communication, Azure, Tableau. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in Python, Pandas, Power BI, Machine Learning, C++. Education: B.Tech Information Technology. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in Problem Solving, Java, C++, Excel, Communication, SQL. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Software Engineer. Skilled in Scikit-learn, C++, Data Analysis, Leadership, Git, Flask, NLP, Power BI, SQL, NumPy. Education: M.Tech Artificial Intelligence. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in C++, PyTorch, Docker, Data Analysis, Scikit-learn, NumPy, Leadership, Python, Git. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Business Analyst. Skilled in PyTorch, Scikit-learn, Tableau, Docker, Leadership, C++, Excel, SQL, Power BI, Pandas. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Business Analyst. Skilled in Leadership, AWS, Problem Solving, Excel, NumPy, C++, Tableau. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Software Engineer. Skilled in Docker, C++, Machine Learning, PyTorch, Pandas, Git, TensorFlow, Power BI, NumPy, Tableau. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Pandas, NLP, Azure, Problem Solving, Tableau, PyTorch, Deep Learning. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
